Timestamp,TA46-0154 Building Electric Meter -2 Real Power Phase C,TA46-0154 Building Electric Meter -2 Voltage Phase A-N,TA46-0154 Building Electric Meter -1 cumulative energy register 1,TA46-0154 Building Electric Meter -2 Reactive Power Phase C,"TA46-0154 Building Electric Meter -2 Total Real Power ",TA46-0154 Building Electric Meter -2 Voltage Phase B-N,TA46-0154 Building Electric Meter -1 Real Power Phase A,TA46-0154 Building Electric Meter -1 Cumulative Energy,TA46-0154 Building Electric Meter -1 cached Consumption,TA46-0154 Building Electric Meter -2 energy imported,TA46-0154 Building Electric Meter -1 Real Power Phase B,TA46-0154 Building Electric Meter -1 energy imported,TA46-0154 Building Electric Meter -1 Reactive Power Phase B,TA46-0154 Virtual Meters Total HVAC Power,TA46-0154 Building Electric Meter -2 cached Consumption,TA46-0154 Building Electric Meter -2 Real Power Phase A,TA46-0154 Building Electric Meter -1 Voltage Phase B-N,TA46-0154 Building Electric Meter -1 Voltage Phase C-N,TA46-0154 Building Electric Meter -2 Real Power Phase B,TA46-0154 Building Electric Meter -2 Voltage Phase C-N,TA46-0154 Building Electric Meter -1 Voltage Phase A-N,TA46-0154 Building Electric Meter -1 Reactive Power Phase A,"TA46-0154 Building Electric Meter -1 Total Real Power ",TA46-0154 Building Electric Meter -2 cumulative elec energy,TA46-0154 Building Electric Meter -2 Reactive Power Phase A,TA46-0154 Building Electric Meter -1 Reactive Power Phase C,TA46-0154 Building Electric Meter -2 Consumption,TA46-0154 Building Electric Meter -1 Real Power Phase C,TA46-0154 Building Electric Meter -1 Consumption,TA46-0154 Building Electric Meter -2 Reactive Power Phase B
2021-05-30T02:25:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-30T02:30:00-06:00 Denver,"","","","","","","","","","","","","",73.21426509426kW,"","","","","","","","","","","","","","","",""
2021-05-30T02:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T02:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T02:45:00-06:00 Denver,"","","","","","","","","","","","","",78.60903886999999kW,"","","","","","","","","","","","","","","",""
2021-05-30T02:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T02:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T03:00:00-06:00 Denver,"","","","","","","","","","","","","",73.18280944427984kW,"","","","","","","","","","","","","","",30kWh,""
2021-05-30T03:05:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-30T03:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T03:15:00-06:00 Denver,"","","","","","","","","","","","","",73.23485706004675kW,"","","","","","","","","","","","","","","",""
2021-05-30T03:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T03:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T03:30:00-06:00 Denver,"","","","","","","","","","","","","",73.21426509426kW,"","","","","","","","","","","","","","","",""
2021-05-30T03:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T03:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T03:45:00-06:00 Denver,"","","","","","","","","","","","","",73.20385533429331kW,"","","","","","","","","","","","","","","",""
2021-05-30T03:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T03:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T04:00:00-06:00 Denver,"","","","","","","","","","","","","",82.28627331999999kW,"","","","","","","","","","","","","","",30kWh,""
2021-05-30T04:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T04:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T04:15:00-06:00 Denver,"","","","","","","","","","","","","",73.60346300004674kW,"","","","","","","","","","","","","","","",""
2021-05-30T04:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T04:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T04:30:00-06:00 Denver,"","","","","","","","","","","","","",73.58287103426kW,"","","","","","","","","","","","","","","",""
2021-05-30T04:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T04:40:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-05-30T04:45:00-06:00 Denver,"","","","","","","","","","","","","",73.54077926kW,"","","","","","","","","","","","","","","",""
2021-05-30T04:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T04:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T05:00:00-06:00 Denver,"","","","","","","","","","","","","",73.54077926kW,"","","","","","","","","","","","","","",29kWh,""
2021-05-30T05:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T05:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T05:15:00-06:00 Denver,"","","","","","","","","","","","","",73.54077926kW,"","","","","","","","","","","","","","","",""
2021-05-30T05:20:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-30T05:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T05:30:00-06:00 Denver,"","","","","","","","","","","","","",73.55141538427984kW,"","","","","","","","","","","","","","","",""
2021-05-30T05:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T05:40:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-30T05:45:00-06:00 Denver,"","","","","","","","","","","","","",73.5724612742933kW,"","","","","","","","","","","","","","","",""
2021-05-30T05:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T05:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T06:00:00-06:00 Denver,"","","","","","","","","","","","","",72.52043903849308kW,"","","","","","","","","","","","","","",26kWh,""
2021-05-30T06:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T06:10:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-30T06:15:00-06:00 Denver,"","","","","","","","","","","","","",72.71364127999999kW,"","","","","","","","","","","","","","","",""
2021-05-30T06:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T06:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T06:30:00-06:00 Denver,"","","","","","","","","","","","","",78.28462103kW,"","","","","","","","","","","","","","","",""
2021-05-30T06:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T06:40:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-05-30T06:45:00-06:00 Denver,"","","","","","","","","","","","","",72.96156902999999kW,"","","","","","","","","","","","","","","",""
2021-05-30T06:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T06:55:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-30T07:00:00-06:00 Denver,"","","","","","","","","","","","","",72.7706345140992kW,"","","","","","","","","","","","","","",26kWh,""
2021-05-30T07:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T07:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T07:15:00-06:00 Denver,"","","","","","","","","","","","","",77.81187348kW,"","","","","","","","","","","","","","","",""
2021-05-30T07:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T07:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T07:30:00-06:00 Denver,"","","","","","","","","","","","","",77.86429903kW,"","","","","","","","","","","","","","","",""
2021-05-30T07:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T07:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T07:45:00-06:00 Denver,"","","","","","","","","","","","","",72.4591154942933kW,"","","","","","","","","","","","","","","",""
2021-05-30T07:50:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-30T07:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T08:00:00-06:00 Denver,"","","","","","","","","","","","","",84.29643722004676kW,"","","","","","","","","","","","","","",28kWh,""
2021-05-30T08:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T08:10:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-30T08:15:00-06:00 Denver,"","","","","","","","","","","","","",72.49011722004674kW,"","","","","","","","","","","","","","","",""
2021-05-30T08:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T08:25:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-30T08:30:00-06:00 Denver,"","","","","","","","","","","","","",72.5081119867134kW,"","","","","","","","","","","","","","","",""
2021-05-30T08:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T08:40:00-06:00 Denver,"","","","","","","","","","","","","",15.105824300000002kW,"","","","","","","","","","","","","","","",""
2021-05-30T08:45:00-06:00 Denver,"","","","","","","","","","","","","",73.63378481849308kW,"","","","","","","","","","","","","","","",""
2021-05-30T08:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T08:55:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-30T09:00:00-06:00 Denver,"","","","","","","","","","","","","",73.64374065999999kW,"","","","","","","","","","","","","","",32kWh,""
2021-05-30T09:05:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-30T09:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T09:15:00-06:00 Denver,"","","","","","","","","","","","","",73.60346300004674kW,"","","","","","","","","","","","","","","",""
2021-05-30T09:20:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-30T09:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T09:30:00-06:00 Denver,"","","","","","","","","","","","","",72.53039487999999kW,"","","","","","","","","","","","","","","",""
2021-05-30T09:35:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-30T09:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T09:45:00-06:00 Denver,"","","","","","","","","","","","","",73.67315504006021kW,"","","","","","","","","","","","","","","",""
2021-05-30T09:50:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-30T09:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T10:00:00-06:00 Denver,"","","","","","","","","","","","","",77.94424926006022kW,"","","","","","","","","","","","","","",36kWh,""
2021-05-30T10:05:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T10:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T10:15:00-06:00 Denver,"","","","","","","","","","","","","",79.06724890272618kW,"","","","","","","","","","","","","","","",""
2021-05-30T10:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T10:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T10:30:00-06:00 Denver,"","","","","","","","","","","","","",79.40415753581365kW,"","","","","","","","","","","","","","","",""
2021-05-30T10:35:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T10:40:00-06:00 Denver,"","","","","","","","","","","","","",11.53223kW,"","","","","","","","","","","","","","","",""
2021-05-30T10:45:00-06:00 Denver,"","","","","","","","","","","","","",79.41396257851648kW,"","","","","","","","","","","","","","","",""
2021-05-30T10:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T10:55:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T11:00:00-06:00 Denver,"","","","","","","","","","","","","",74.07741284563302kW,"","","","","","","","","","","","","","",41kWh,""
2021-05-30T11:05:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-30T11:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T11:15:00-06:00 Denver,"","","","","","","","","","","","","",74.05848343kW,"","","","","","","","","","","","","","","",""
2021-05-30T11:20:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T11:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T11:30:00-06:00 Denver,"","","","","","","","","","","","","",72.24966358kW,"","","","","","","","","","","","","","","",""
2021-05-30T11:35:00-06:00 Denver,"","","","","","","","","","","","","",15.051840000000002kW,"","","","","","","","","","","","","","","",""
2021-05-30T11:40:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T11:45:00-06:00 Denver,"","","","","","","","","","","","","",73.33328319158056kW,"","","","","","","","","","","","","","","",""
2021-05-30T11:50:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T11:55:00-06:00 Denver,"","","","","","","","","","","","","",20.436280000000004kW,"","","","","","","","","","","","","","","",""
2021-05-30T12:00:00-06:00 Denver,"","","","","","","","","","","","","",91.26307454949722kW,"","","","","","","","","","","","","","",41kWh,""
2021-05-30T12:05:00-06:00 Denver,"","","","","","","","","","","","","",9.68038639375kW,"","","","","","","","","","","","","","","",""
2021-05-30T12:10:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T12:15:00-06:00 Denver,"","","","","","","","","","","","","",72.22183654563302kW,"","","","","","","","","","","","","","","",""
2021-05-30T12:20:00-06:00 Denver,"","","","","","","","","","","","","",25.82072kW,"","","","","","","","","","","","","","","",""
2021-05-30T12:25:00-06:00 Denver,"","","","","","","","","","","","","",9.6674kW,"","","","","","","","","","","","","","","",""
2021-05-30T12:30:00-06:00 Denver,"","","","","","","","","","","","","",81.63356388kW,"","","","","","","","","","","","","","","",""
